DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED
11/20/2020,RR-00016082,NMED,PLUMA CONSTRUCTION SYSTEMS,6301 4TH ST NW # 7,LOS RANCHOS,BERNALILLO,1
11/20/2020,RR-00016081,NMED,MC DONALD'S,2608 S 1ST ST,TUCUMCARI,QUAY,1
11/20/2020,RR-00016067,NMED,DION'S PIZZA,4980 PROMENADE BLVD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016066,NMED,UPS,1239 BELLAMAH AVE NW # A,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016064,NMED,ALBUQUERQUE PLUMBING HTG-CLNG,4300 2ND ST NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016093,NMED,OUTBACK STEAKHOUSE,4921 JEFFERSON ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016092,NMED,SOUTH MAIN METAL BLDG SUPL INC,4800 S MAIN ST,ROSWELL,CHAVES,1
11/20/2020,RR-00016113,ALTSD,CARE FREE LIVING,10916 JUAN TABO PL NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016105,NMED,ALBERTSONS MARKET,710 PASEO DEL PUEBLO SUR,TAOS,TAOS,1
11/20/2020,RR-00016087,NMED,SOUTH VALLEY CARE CTR,1629 BOWE LN SW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016084,NMED,CINTAS UNIFORM SVC ALBUQUERQUE,5101 WILSHIRE AVE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016079,NMED,FORREST TIRE CO,301 S 1ST ST,ARTESIA,EDDY,1
11/20/2020,RR-00016091,NMED,HIGHWAY & TRANSPORTATION DEPT,2912 E PINE ST,DEMING,LUNA,1
11/20/2020,RR-00016078,ECECD,MY LITTLE SUNSHINES ACADEMY,476 57TH ST NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016090,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016073,NMED,LABATT FOOD SVC,221 AIRPORT DR NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016072,NMED,FORREST TIRE CO INC,1703 N TURNER ST,HOBBS,LEA,1
11/20/2020,RR-00016077,NMED,STEPPING STONES PRESCHOOL,1200 N FLORIDA AVE # C,ALAMOGORDO,OTERO,1
11/20/2020,RR-00016089,NMED,FIESTA VOLKSWAGON,8201 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016076,NMED,ARROYOS DEL NORTE ELEMENTARY,405 HONDO SECO RD,ARROYO SECO,TAOS,1
11/20/2020,RR-00016071,NMED,BUDDY'S HOME FURNISHINGS,520 S MAIN ST,BELEN,VALENCIA,1
11/20/2020,RR-00016070,NMED,ALBUQUERQUE JOB CORPS,1500 INDIAN SCHOOL RD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016101,NMED,FIRST AMERICAN BANK,2201 W PIERCE ST,CARLSBAD,EDDY,1
11/20/2020,RR-00016088,HED,NEW MEXICO MILITARY INSTITUTE,101 W COLLEGE BLVD,ROSWELL,CHAVES,1
11/20/2020,RR-00016085,NMED,SMILE XPRESSSIONS,2520 W HERMOSA DR,ARTESIA,EDDY,1
11/20/2020,RR-00016128,DHI,ADDUS HEALTH CARE,2129 OSUNA RD NE # 101B,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016118,NMED,VILLAGE PIZZA,3200 LA ORILLA RD NW # E2,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016134,DHI,ADDUS HEALTH CARE,788 WASHINGTON AVE,ALAMOGORDO,OTERO,1
11/20/2020,RR-00016127,DOH,MESILLA VALLEY HOSPITAL,3751 DEL REY BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016138,NMED,MESA VERDE ENTERPRISES INC,396 LA LUZ GATE RD,ALAMOGORDO,OTERO,1
11/20/2020,RR-00016117,NMED,ADC LTD NM,2100 AIRPARK RD SE # 120,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016131,NMED,CHILD SUPPORT ENFORCEMENT,445 CAMINO DEL REY # C,LOS LUNAS,VALENCIA,1
11/20/2020,RR-00016116,NMED,SACRED GARDEN NATURE'S MDCN,1300 LUISA ST # 1,SANTA FE,SANTA FE,1
11/20/2020,RR-00016100,NMED,CHAMISA LANDSCAPING,129 SOLANA DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00016126,DDSD,PROGRESSIVE RESIDENTIAL SVC,1100 S MAIN ST # A,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016115,NMED,WELLS FARGO BANK,610 W MAIN ST,ARTESIA,EDDY,1
11/20/2020,RR-00016098,NMED,WECKS,1745 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016114,NMED,REGULATION & LICENSING DEPT,2550 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016109,NMED,WALMART SUPERCENTER,8000 ACADEMY RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016135,DHI,ADDUS HEALTH CARE,231 W HALL ST,HATCH,DONA ANA,1
11/20/2020,RR-00016111,NMED,EL PARASOL,30 CITIES OF GOLD RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016133,NMED,WALMART SUPERCENTER,1 I 25 BYPASS,BELEN,VALENCIA,1
11/20/2020,RR-00016124,NMED,CITY OF LAS CRUCES,680 N MOTEL BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016099,ECECD,BROWN EARLY CHILDHOOD CTR,520 W 5TH ST,PORTALES,ROOSEVELT,1
11/20/2020,RR-00016123,NMED,VINAIGRETTE,709 DON CUBERO ALY,SANTA FE,SANTA FE,1
11/20/2020,RR-00016097,DHI,COMFORT KEEPERS,1410 S MAIN ST,ROSWELL,CHAVES,1
11/20/2020,RR-00016110,NMED,ALBERTSONS MARKET,1905 N PRINCE ST,CLOVIS,CURRY,1
11/20/2020,RR-00016096,NMED,LEA COUNTY SHERIFF,1417 S COMMERCIAL ST,LOVINGTON,LEA,1
11/20/2020,RR-00016095,NMED,FLYING STAR CAFE,4501 JUAN TABO BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016094,NMED,WALMART SUPERCENTER,1650 W MALONEY AVE,GALLUP,MC KINLEY,1
11/20/2020,RR-00016108,NMED,CITY OF ALBUQUERQUE,7701 SAN PEDRO DR NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016161,NMED,REDBURN TIRE CO,2645 BAYLOR DR SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016160,NMED,STATE EMPLOYEES CREDIT UNION,811 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00016141,NMED,RIO RANCHO FIRE DEPT,2810 SOUTHERN BLVD SE,RIO RANCHO,SANDOVAL,1
11/20/2020,RR-00016158,NMED,UPS AIR FREIGHT,3720 SPIRIT DR,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016157,NMED,ALBERTSONS,3001 S SAINT FRANCIS DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00016125,NMED,LOWE'S HOME IMPROVEMENT,1510 W JOE HARVEY BLVD,HOBBS,LEA,1
11/20/2020,RR-00016122,NMED,ENMR PLATEAU TELECOMMUNICATION,7111 N PRINCE ST,CLOVIS,CURRY,1
11/20/2020,RR-00016139,DHI,HAVEN BEHAVIORAL SVC-ALBQRQ,5400 GIBSON BLVD SE # 4,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016152,NMED,ALLSUP'S CONVENIENCE STORE,2021 N PRINCE ST,CLOVIS,CURRY,1
11/20/2020,RR-00016149,DHI,VILLA DE ESPERANZA,611 W STEVENS ST,CARLSBAD,EDDY,1
11/20/2020,RR-00016150,NMED,SYSCO NEW MEXICO LLC,601 COMANCHE RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016121,DOH,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016146,NMED,ROSA'S CAFE,3630 N LOVINGTON HWY,HOBBS,LEA,1
11/20/2020,RR-00016144,NMED,DIRECTLINE,4320 MESSENGER LOOP,LOS LUNAS,VALENCIA,1
11/20/2020,RR-00016156,NMED,STATE EMPLOYEES CREDIT UNION,811 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00016120,NMED,ABB INC,6625 BLUEWATER RD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016155,DHI,NEW MEXICO BEHAVIORAL HEALTH,700 FRIEDMAN AVE,LAS VEGAS,SAN MIGUEL,1
11/20/2020,RR-00016137,DHI,HAVEN BEHAVIORAL SVC-ALBQRQ,5400 GIBSON BLVD SE # 4,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016119,DDSD,ABRAZOS FAMILY SUPPORT SVC,412 CAMINO DON TOMAS,BERNALILLO,SANDOVAL,1
11/20/2020,RR-00016129,NMED,BNSF RAILWAY CO,121 S MAIN ST,CLOVIS,CURRY,1
11/20/2020,RR-00016168,DDSD,NOBLE COLLECTIBLES,8216 MONTGOMERY BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016167,PED,WILL ROGERS ELEMENTARY SCHOOL,300 E CLINTON ST,HOBBS,LEA,1
11/20/2020,RR-00016179,ALTSD,REHABILITATION HOSPITAL,4441 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016154,PED,OUR LADY-THE ANNUNCIATION SCH,2610 UTAH ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016145,NMED,WILD BIRDS UNLIMITED,518 W CORDOVA RD # B,SANTA FE,SANTA FE,1
11/20/2020,RR-00016143,NMED,CLARK'S PET EMPORIUM,4914 LOMAS BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016166,NMED,WALMART SUPERCENTER,571 WALTON BLVD # C,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016164,DHI,LA CLINICA DE FAMILIA,575 S ALAMEDA BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016159,PED,CHEE DODGE ELEMENTARY SCHOOL,641 N HIGHWAY 491,GALLUP,MC KINLEY,1
11/20/2020,RR-00016182,NMED,NEW MEXICO TAX & REVENUE DEPT,10500 CENTRAL AVE SUITE C,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016142,PED,CHAPARRAL MIDDLE SCHOOL,1401 COLLEGE AVE,ALAMOGORDO,OTERO,1
11/20/2020,RR-00016176,NMED,LISA KING DDS MS,8300 CARMEL AVE NE # 403,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016165,PED,EDISON ELEMENTARY SCHOOL,501 E GYPSY ST,HOBBS,LEA,1
11/20/2020,RR-00016181,DHI,UPTOWN REHABILITON CTR,7900 CONSTITUTION AVE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016178,NMED,ULTA BEAUTY,8810 HOLLY AVE NE # D,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016174,NMED,SANTA FE COUNTY PUBLIC WORKS,424 HIGHWAY 599,SANTA FE,SANTA FE,1
11/20/2020,RR-00016162,PED,HOBBS MUNICIPAL SCHOOLS WRHSE,2200 E SANGER ST,HOBBS,LEA,1
11/20/2020,RR-00016201,CYFD,CONFIDENTIAL,CONFIDENTIAL,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016200,ALTSD,RED ROCKS CARE CTR,3720 CHURCH ROCK ST,GALLUP,MC KINLEY,1
11/20/2020,RR-00016202,NMED,ALBERTSONS,2551 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016199,DHI,FIRST CHOICE COMMUNITY HEALTH,2001 CENTRO FAMILIAR BL SW # 1,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016197,NMED,ALBERTSONS,2551 E LOHMAN AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016195,ALTSD,MISSION ARCH CARE CTR,3200 MISSION ARCH DR,ROSWELL,CHAVES,1
11/20/2020,RR-00016196,PED,JEFFERSON ELEMENTARY SCHOOL,300 MOLLICA DR,GALLUP,MC KINLEY,1
11/20/2020,RR-00016192,DOH,CARLSBAD MEDICAL CTR,2430 W PIERCE ST,CARLSBAD,EDDY,1
11/20/2020,RR-00016190,ALTSD,SOARING EAGLES HOME CARE,710 S THIRD ST,GALLUP,MC KINLEY,1
11/20/2020,RR-00016173,PED,COLLEGE LANE ELEMENTARY SCHOOL,2000 W COLLEGE LN,HOBBS,LEA,1
11/20/2020,RR-00016193,NMED,CARLSBAD CHEVROLET,2155 S CANAL ST,CARLSBAD,EDDY,1
11/20/2020,RR-00016172,NMED,DDS PC,4120 BARBARA LOOP SE,RIO RANCHO,SANDOVAL,1
11/20/2020,RR-00016204,DOH,HEART HOSPITAL OF NEW MEXICO,504 ELM ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016171,PED,MORENO VALLEY HIGH SCHOOL,56 CAMINO GRANDE,ANGEL FIRE,COLFAX,1
11/20/2020,RR-00016188,DOH,ARTESIA GENERAL HOSPITAL,702 N 13TH ST,ARTESIA,EDDY,1
11/20/2020,RR-00016170,PED,HOBBS MUNICIPAL SCHOOLS,1015 W CALLE SUR ST,HOBBS,LEA,1
11/20/2020,RR-00016187,NMED,COOPERATIVE EDUCATIONAL SVC,4216 BALLOON PARK RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016186,NMED,CHEVROLET CADILLAC OF SANTA FE,4450 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016183,PED,LOS ALAMOS PUBLIC SCHOOLS,2075 TRINITY DR,LOS ALAMOS,LOS ALAMOS,1
11/20/2020,RR-00016175,PED,STAGECOACH ELEMENTARY SCHOOL,1498 FREEDOM DR,GALLUP,MC KINLEY,1
11/20/2020,RR-00016169,PED,HOBBS MUNICIPAL SCHOOLS,1500 N HOUSTON ST,HOBBS,LEA,1
11/20/2020,RR-00016210,NMED,MCT WASTE LLC,7451 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016203,NMED,HAMPTON INN-ROSWELL,3607 N MAIN ST,ROSWELL,CHAVES,1
11/20/2020,RR-00016213,NMED,HOMESPOT PROPERTIES LLC,42479 US HIGHWAY 70,PORTALES,ROOSEVELT,1
11/20/2020,RR-00016214,NMED,SAM'S CLUB,4201 RODEO RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016212,NMED,BED BATH & BEYOND,2200 E LOHMAN AVE # 100,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016211,NMED,2NDGEAR LLC,7501 MERIDIAN PL NW # 3-750,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016209,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016208,NMED,JOSIE'S FRAMERY,2917 SUDDERTH DR,RUIDOSO,LINCOLN,1
11/20/2020,RR-00016206,NMED,JEMEZ MOUNTAINS ELEC CO-OP INC,19365 US 84/285,ESPANOLA,RIO ARRIBA,1
11/20/2020,RR-00016205,NMED,WALMART SUPERCENTER,400 EUBANK BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016224,NMED,WALMART SUPERCENTER,2609 7TH ST,LAS VEGAS,SAN MIGUEL,1
11/20/2020,RR-00016221,NMED,WENDY'S,2774 SAWMILL RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016222,ECECD,SHINING STARS PRESCHOOL,1308 W BLODGETT ST,CARLSBAD,EDDY,1
11/20/2020,RR-00016220,HED,DONA ANA COMMUNITY COLLEGE,2800 N SONOMA RANCH BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016230,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,1
11/20/2020,RR-00016218,NMED,BNSF RAILWAY CO,121 S MAIN ST,CLOVIS,CURRY,1
11/20/2020,RR-00016229,HED,DONA ANA COMMUNITY COLLEGE,2800 N SONOMA RANCH BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016217,NMED,GENERAL MILLS INC,3501 PASEO DEL NORTE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016216,NMED,SPROUTS FARMERS MARKET,6300 SAN MATEO BLVD NE # A,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016228,NMED,TRAVELODGE BY WYNDHAM SANTA,2680 AIRPORT RD,SANTA TERESA,DONA ANA,1
11/20/2020,RR-00016227,NMED,GARCIA TIRES,135 CAMINO DON TOMAS,BERNALILLO,SANDOVAL,1
11/20/2020,RR-00016226,NMED,WALMART SUPERCENTER,3800 LOVINGTON HWY,EUNICE,LEA,1
11/20/2020,RR-00016238,NMED,PANERA BREAD,6500 HOLLY AVE NE # A-8,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016249,NMED,LOWE'S HOME IMPROVEMENT,6200 PASEO DEL NORTE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016236,NMED,MCT INDUSTRIES INC,7451 PAN AMERICAN WEST FWY NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016248,NMED,WESTERN DAIRY TRANSPORT,2 HIGHWAY 467,PORTALES,ROOSEVELT,1
11/20/2020,RR-00016237,DHI,COMFORT KEEPERS,1410 S MAIN ST,ROSWELL,CHAVES,1
11/20/2020,RR-00016235,NMED,FRANKLIN'S EARTHMOVING INC,700 INDUSTRIAL AVE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016243,NMED,TECHNICAL ASSISTANCE CONTRACT,4021 NATIONAL PARKS HWY,CARLSBAD,EDDY,1
11/20/2020,RR-00016225,ALTSD,NEW MEXICO STATE VETERANS HOME,992 S BROADWAY ST,TRUTH OR CNSQNCS,SIERRA,1
11/20/2020,RR-00016247,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,1
11/20/2020,RR-00016245,NMED,LOWE'S HOME IMPROVEMENT,3458 ZAFARANO DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00016241,NMED,BLAKE'S LOTABURGER,6210 4TH ST NW,LOS RANCHOS,BERNALILLO,1
11/20/2020,RR-00016223,PED,DEL NORTE ELEMENTARY SCHOOL,2701 N GARDEN AVE,ROSWELL,CHAVES,1
11/20/2020,RR-00016266,NMED,EL PASO LOS ANGELES LIMO EXP,2901 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016257,NMED,WALMART SUPERCENTER,8000 ACADEMY RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016276,NMED,ALBERTSONS MARKET,2402 N GRIMES ST,HOBBS,LEA,1
11/20/2020,RR-00016282,DOH,CHRISTUS ST VINCENT MED CTR,455 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00016265,NMED,EL PASO LOS ANGELES LIMO EXP,2901 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016259,DHI,EL MIRADOR,10801 LOMAS BLVD NE # 115,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016258,NMED,PNM SAN JUAN GENERATING STA,6800 N COUNTY RD,WATERFLOW,SAN JUAN,1
11/20/2020,RR-00016253,NMED,WALMART SUPERCENTER,1610 N RIVERSIDE DR,ESPANOLA,RIO ARRIBA,1
11/20/2020,RR-00016264,NMED,LOWE'S HOME IMPROVEMENT,3200 N MAIN ST,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016263,DOH,LOS ALAMOS NATIONAL LABORATORY,PO BOX 1663,LOS ALAMOS,LOS ALAMOS,1
11/20/2020,RR-00016250,NMCD,OTERO COUNTY JAIL ADMIN,1958 DR MARTIN LUTHER KING JR,ALAMOGORDO,OTERO,1
11/20/2020,RR-00016273,DOH,TRINITY SERVICES GROUP,1700 E OLD HIGHWAY 66,GRANTS,CIBOLA,1
11/20/2020,RR-00016287,NMED,LA TIENDA PHARMACY,1301 S CANAL ST # S,CARLSBAD,EDDY,1
11/20/2020,RR-00016279,NMED,ENLACE COMUNITARIO,2425 ALAMO AVE SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016272,NMED,LARRY H MILLER CASA CHRYSLER,9733 COORS BLVD NW # 100,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016280,NMED,HOLIDAY INN EXP-SUITES SANTA,3348 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016278,PED,HOBBS MUNICIPAL SCHOOLS,1500 N HOUSTON ST,HOBBS,LEA,1
11/20/2020,RR-00016271,DOH,LOVELACE HEALTH SYSTEM,4101 INDIAN SCHOOL RD NE # 110,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016270,DHI,CLAYTON HEALTH SYSTEMS,314 N 4TH AVE,CLAYTON,UNION,1
11/20/2020,RR-00016269,NMED,CHICK-FIL-A,2400 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00016291,DOH,ARTESIA GENERAL HOSPITAL,702 N 13TH ST,ARTESIA,EDDY,1
11/20/2020,RR-00016290,NMED,SYSCO NEW MEXICO LLC,601 COMANCHE RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016289,NMED,SAM'S CLUB,10600 COORS BYPASS NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016284,NMED,MCCOY CORP,1856 S VALLEY DR,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00016256,CYFD,CONFIDENTIAL,CONFIDENTIAL,ANTHONY,DONA ANA,1
11/20/2020,RR-00016288,NMED,ALBUQUERQUE HIGH SCHOOL,800 ODELIA RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016286,NMED,WALMART SUPERCENTER,460 HIGHWAY 528,BERNALILLO,SANDOVAL,1
11/20/2020,RR-00016285,DOH,CHRISTUS ST VINCENT MED CTR,455 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00016283,NMED,TACO CABANA,10210 CENTRAL AVE NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016255,DHI,CLAYTON NURSING & REHAB CTR,419 HARDING ST,CLAYTON,UNION,1
11/20/2020,RR-00016281,NMED,PANERA BREAD,2820 CENTRAL AVE SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00016275,NMED,WALMART DISTRIBUTION CTR,670 LOS MORROS RD NW,LOS LUNAS,VALENCIA,1
11/20/2020,RR-00016274,NMED,WENDY'S,3151 CERRILLOS RD,SANTA FE,SANTA FE,1
11/20/2020,RR-00015397,NMED,GC SERVICES,2733 JOHNVILLE PL NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015399,NMED,ADVANCED CHEMICAL TRANSPORT,511 STATE HIGHWAY 213,CHAPARRAL,DONA ANA,1
11/20/2020,RR-00015439,DHI,INTERIM HEALTH CARE,201 E 2ND ST,ROSWELL,CHAVES,1
11/20/2020,RR-00015398,NMED,MC DONALD'S,8001 HARPER DR NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015434,DOH,LOVELACE WESTSIDE HOSP,10501 GOLF COURSE RD NW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015420,NMED,DION'S,5388 PAN AMERICAN FRWY NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015433,NMED,WILSON & CO,4401 MASTHEAD ST NE # 150,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015424,NMED,D J'S PLUMBING & MECHANICAL,2015 7TH ST NW # D,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015415,PED,RIO RANCHO PUBLIC SCHOOLS,500 LASER RD NE,RIO RANCHO,SANDOVAL,1
11/20/2020,RR-00015400,HED,NORTHERN NEW MEXICO COLLEGE,921 N PASEO DE ONATE,ESPANOLA,RIO ARRIBA,1
11/20/2020,RR-00015441,NMED,COWDEN FAMILY DENTAL,7800 CARR WAY NE # 105,RIO RANCHO,SANDOVAL,1
11/20/2020,RR-00015440,PED,MURRAY ELEMENTARY SCHOOL,510 N DAL PASO ST,HOBBS,LEA,1
11/20/2020,RR-00015419,CYFD,CONFIDENTIAL,CONFIDENTIAL,ROSWELL,CHAVES,1
11/20/2020,RR-00015416,NMED,AUDI OF ALBUQUERQUE,8900 PAN AMERICAN FWY NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015410,NMED,WHATABURGER,4201 OSUNA RD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015393,PED,PORTALES MUNICIPAL SCHOOL DIST,501 S. ABILENE AVE,PORTALES,ROOSEVELT,1
11/20/2020,RR-00015394,IAD,TSAY PROFESSIONAL SVC INC,347 EAGLE DR,OHKAY OWINGEH,RIO ARRIBA,1
11/20/2020,RR-00015392,DHI,BERNALILLO COUNTY BEHAVIORAL HEALTH,5901 ZUNI SE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015408,NMED,SANTA FE ANIMAL SHELTER,100 CAJA DEL RIO,SANTA FE,SANTA FE,1
11/20/2020,RR-00015405,DOH,CHRISTUS ST VINCENT MED CTR,455 SAINT MICHAELS DR,SANTA FE,SANTA FE,1
11/20/2020,RR-00015396,NMED,CORESLAB STRUCTURES,2800 2ND ST SW,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015401,NMED,CITIZENS BANK,215 S MAIN AVE,AZTEC,SAN JUAN,1
11/20/2020,RR-00015461,NMED,LEA COUNTY STATE BANK,1017 N TURNER ST,HOBBS,LEA,1
11/20/2020,RR-00015453,DOH,SOCORRO GENERAL HOSPITAL ER,125 EL PASO RD,RUIDOSO,LINCOLN,1
11/20/2020,RR-00015483,DOH,MESILLA VALLEY HOSPITAL,3751 DEL REY BLVD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015451,NMED,KEYSTONE CONSOLIDATED INDSTRS,505 VENTURE DR,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015481,ECECD,KERES CHILDREN'S LEARNING CTR,235 PLAZA ST,COCHITI PUEBLO,SANDOVAL,1
11/20/2020,RR-00015450,NMED,KIT PACK CO,285 E THORPE RD,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015490,DHI,ABANZA PERSONAL CARE,1717 LOUISIANA BLVD NE # 102,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015446,NMED,DASKALOS DEVELOPMENT-INVSTMNT,5319 MENAUL BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015482,NMED,PUBLIC SAFETY DEPT,2501 CARLISLE BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015480,HED,NEW MEXICO STATE UNIVERSITY,1780 E UNIVERSITY AVE,LAS CRUCES,DONA ANA,1
11/20/2020,RR-00015478,PED,SUNSET MESA SCHOOLS,3020 MORRIS ST NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015413,NMED,WECKS SELECT,2125 LOUISIANA BLVD NE,ALBUQUERQUE,BERNALILLO,1
11/20/2020,RR-00015476,NMED,WALMART SUPERCENTER,700 6TH ST N,SOCORRO,SOCORRO,1
