,Unnamed: 0,best_match_score,__id_left,__id_right,DATE INITIATED,RAPID RESPONSE IDENTIFIER,AGENCY ASSIGNED,NAME,ADDRESS,CITY,COUNTY,NUMBER OF POSITIVE CASES REPORTED,full address state,RID,UPA #,Estab Name,Site Address 1,Site Address 2,Site City,Site State,Site Zip,Site County,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,Hazard Desc & Location,# Alleged Hazards/ Emp Exposed,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,full address fed,geocodes_match,state_latlong,fed_latlong,state_place_id,fed_place_id,state_gmaps_query,fed_gmaps_query
248,1360264,0.6112441814984668,26870_left,47_right,11/4/2020,RR-8890,NMED,HOT TOPIC,6600 MENAUL BLVD NE # H10,ALBUQUERQUE,BERNALILLO,1,"6600 MENAUL BLVD NE # H10, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1637712,Hot Topic,6600 Menaul Blvd,Coronado Mall,ALBUQUERQUE,NM,87106,BERNALILLO,448150 / 448150,08/02/2020,Online,Formal,,Employees are not provided with PPE (gloves) when disinfecting store. Cleaner in use is not supposed to be inhaled or used for regular cleaning.,/,,,,,,,,,"6600 Menaul Blvd, Coronado Mall, ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.1071548, 'lng': -106.5731201}","{'lat': 35.1071548, 'lng': -106.5731201}",ChIJq0CDpNMKIocRWYqrKrlN5XE,ChIJq0CDpNMKIocRWYqrKrlN5XE,"HOT TOPIC 6600 MENAUL BLVD NE # H10, ALBUQUERQUE, BERNALILLO County, NM","Hot Topic 6600 Menaul Blvd, Coronado Mall, ALBUQUERQUE, BERNALILLO County, NM"
249,1254250,0.6092987547870582,24796_left,55_right,11/10/2020,RR-00010625,NMED,SANDOVAL COUNTY SHERIFF'S DEPT,1500 IDALIA,BERNALILLO,SANDOVAL,1,"1500 IDALIA, BERNALILLO, SANDOVAL County, NM",653510,C-1666325,Sandoval County - Sheriffs Department,1500 Idelia Rd,,BERNALILLO,NM,87004,SANDOVAL,922120 / 922120,09/28/2020,Online,Formal,,Employees are not wearing masks and not maintaining social distancing.,/,,,,,,,,,"1500 Idelia Rd, , BERNALILLO, SANDOVAL County, NM",True,"{'lat': 35.3078047, 'lng': -106.5847633}","{'lat': 35.3078047, 'lng': -106.5847633}",ChIJR86xebN5IocRUkmy60tSJfM,ChIJR86xebN5IocRUkmy60tSJfM,"SANDOVAL COUNTY SHERIFF'S DEPT 1500 IDALIA, BERNALILLO, SANDOVAL County, NM","Sandoval County - Sheriffs Department 1500 Idelia Rd, , BERNALILLO, SANDOVAL County, NM"
250,1587456,0.6092987547870582,31360_left,55_right,10/14/2020,RR-3702,NMED,SANDOVAL COUNTY SHERIFF'S DEPT,1500 IDALIA,BERNALILLO,SANDOVAL,1,"1500 IDALIA, BERNALILLO, SANDOVAL County, NM",653510,C-1666325,Sandoval County - Sheriffs Department,1500 Idelia Rd,,BERNALILLO,NM,87004,SANDOVAL,922120 / 922120,09/28/2020,Online,Formal,,Employees are not wearing masks and not maintaining social distancing.,/,,,,,,,,,"1500 Idelia Rd, , BERNALILLO, SANDOVAL County, NM",True,"{'lat': 35.3078047, 'lng': -106.5847633}","{'lat': 35.3078047, 'lng': -106.5847633}",ChIJR86xebN5IocRUkmy60tSJfM,ChIJR86xebN5IocRUkmy60tSJfM,"SANDOVAL COUNTY SHERIFF'S DEPT 1500 IDALIA, BERNALILLO, SANDOVAL County, NM","Sandoval County - Sheriffs Department 1500 Idelia Rd, , BERNALILLO, SANDOVAL County, NM"
251,1564791,0.6092987547870582,30910_left,55_right,10/17/2020,RR-4161,NMED,SANDOVAL COUNTY SHERIFF'S DEPT,1500 IDALIA,BERNALILLO,SANDOVAL,1,"1500 IDALIA, BERNALILLO, SANDOVAL County, NM",653510,C-1666325,Sandoval County - Sheriffs Department,1500 Idelia Rd,,BERNALILLO,NM,87004,SANDOVAL,922120 / 922120,09/28/2020,Online,Formal,,Employees are not wearing masks and not maintaining social distancing.,/,,,,,,,,,"1500 Idelia Rd, , BERNALILLO, SANDOVAL County, NM",True,"{'lat': 35.3078047, 'lng': -106.5847633}","{'lat': 35.3078047, 'lng': -106.5847633}",ChIJR86xebN5IocRUkmy60tSJfM,ChIJR86xebN5IocRUkmy60tSJfM,"SANDOVAL COUNTY SHERIFF'S DEPT 1500 IDALIA, BERNALILLO, SANDOVAL County, NM","Sandoval County - Sheriffs Department 1500 Idelia Rd, , BERNALILLO, SANDOVAL County, NM"
327,483238,0.48367871436910836,9593_left,31_right,12/21/2020,RR-00027661,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
328,843010,0.48367871436910836,16731_left,31_right,11/30/2020,RR-00019901,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
329,823333,0.48367871436910836,16342_left,31_right,12/1/2020,RR-00020373,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
330,653831,0.48367871436910836,13000_left,31_right,12/10/2020,RR-00024229,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
331,1274667,0.48367871436910836,25184_left,31_right,11/10/2020,RR-00011194,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
332,112341,0.48367871436910836,2210_left,31_right,1/22/2021,RR-00035780,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
333,218375,0.48367871436910836,4316_left,31_right,1/11/2021,RR-00032887,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,2,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
334,846912,0.48367871436910836,16806_left,31_right,11/30/2020,RR-00019956,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
335,662471,0.48367871436910836,13169_left,31_right,12/9/2020,RR-00023740,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
336,1520500,0.48367871436910836,30046_left,31_right,10/22/2020,RR-5059,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
337,1554943,0.48367871436910836,30721_left,31_right,10/19/2020,RR-4314,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
338,177177,0.48367871436910836,3513_left,31_right,1/15/2021,RR-00034298,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
339,1346618,0.48367871436910836,26598_left,31_right,11/5/2020,RR-9395,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
340,671744,0.48367871436910836,13352_left,31_right,12/9/2020,RR-00023888,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
341,1277968,0.48367871436910836,25249_left,31_right,11/10/2020,RR-00011332,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
342,268187,0.48367871436910836,5310_left,31_right,1/8/2021,RR-00032440,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
343,1142429,0.48367871436910836,22599_left,31_right,11/16/2020,RR-00013367,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
344,936321,0.48367871436910836,18583_left,31_right,11/24/2020,RR-00017709,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
345,129795,0.48367871436910836,2557_left,31_right,1/20/2021,RR-00035221,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,2,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
346,1026816,0.48367871436910836,20376_left,31_right,11/20/2020,RR-00016090,NMED,KARSTEN HOMES,2700 KARSTEN CT SE,ALBUQUERQUE,BERNALILLO,1,"2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM",653510,C-1578706,Clayton Albuquerque,2710 Karsten Ct SE,,ALBUQUERQUE,NM,87102,BERNALILLO,321991 / 321991,04/25/2020,Email,Formal,,"Employees are exposed to unsafe, unclean outside portable restrooms. No water/soap to wash hands. Approximately 100 or more employees forced to use portable restrooms and wash stations. Employees are afraid of contracting the virus since portables are not being cleaned or disinfected. Employees are not allowed to use restrooms inside the building.",/,,,,,,,,,"2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM",True,"{'lat': 35.0544719, 'lng': -106.640219}","{'lat': 35.0544719, 'lng': -106.640219}",ChIJ_1FysHwMIocRTqVPYCQ0xNY,ChIJ_1FysHwMIocRTqVPYCQ0xNY,"KARSTEN HOMES 2700 KARSTEN CT SE, ALBUQUERQUE, BERNALILLO County, NM","Clayton Albuquerque 2710 Karsten Ct SE, , ALBUQUERQUE, BERNALILLO County, NM"
